SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2795,4,1,Suburb,1982,279070.81790471356
1187,2,2,Suburb,2004,211295.02207069774
2080,4,1,Rural,1967,179504.11705574073
1940,5,1,Rural,1983,178111.57650438685
2043,5,1,Suburb,1955,158461.31811795052
1272,3,2,Rural,2011,213233.2983600808
2142,4,2,Rural,2017,148585.6111646294
1582,2,3,Rural,2010,169730.093255346
1515,4,3,Rural,2012,157802.86103074413
2244,3,3,Rural,1971,250040.0838435606
1525,2,1,Suburb,1969,225603.0781767818
2538,2,3,Suburb,1959,252853.91679883745
2751,3,2,Urban,2004,280059.6976880016
2764,2,1,Rural,2005,221608.08639426518
1335,5,1,Urban,2014,187410.4580125702
1697,5,2,Urban,1964,200595.5223047005
2078,2,3,Suburb,1977,230098.5472493337
1499,4,3,Rural,1965,242685.83902848742
1899,2,2,Urban,2009,221111.31298304512
2911,4,2,Urban,2006,249657.27995870035
1765,3,3,Urban,1964,165649.03254375613
1535,5,2,Suburb,1999,305659.5844992391
1161,5,3,Rural,1970,195354.3033983911
2693,3,2,Rural,1997,260102.31872100596
1593,3,3,Suburb,1980,131238.83937131142
2938,5,2,Rural,2013,241186.57093123003
1158,3,1,Suburb,2008,167100.6520828152
2211,2,1,Rural,1987,220628.47535797194
1059,2,1,Urban,1986,91808.81943218321
1914,4,2,Rural,1963,226146.12060833248
2840,4,3,Urban,2011,353639.11940176314
2342,4,3,Rural,2019,212892.93569571036
2901,2,3,Urban,1996,470989.6790739138
1210,5,1,Rural,2019,89705.15850248869
1405,4,1,Urban,1988,184428.1238671047
1663,2,3,Rural,2020,167679.89675973027
2132,5,2,Suburb,1982,245569.0828436178
2099,3,2,Rural,2000,314619.8375969815
1541,2,3,Urban,1994,227911.9939840193
2337,3,3,Suburb,1983,169714.92695912067
1997,4,2,Suburb,1996,220657.98323060214
2140,5,3,Urban,1986,199300.16522124395
1926,2,2,Suburb,1952,173274.28400869196
1867,4,2,Urban,2017,143930.52582090104
2727,4,1,Suburb,1959,222875.4109103647
1018,5,1,Rural,1970,152476.63906536892
1431,3,1,Urban,2021,193015.20445685292
2708,4,3,Suburb,2004,284986.7128622677
1739,5,2,Suburb,2016,183037.51057239727
2373,5,3,Urban,2013,297296.0005627489
1182,2,3,Urban,1951,96296.99456775867
1112,4,3,Urban,1982,22206.061516667003
2206,3,2,Suburb,1988,300476.20320226817
1480,3,1,Suburb,2014,206367.82388821885
2169,4,2,Rural,2014,246342.4858303936
1830,3,2,Urban,2009,245287.52539222554
2651,5,3,Rural,1966,331022.45915744297
2136,5,3,Urban,2007,270464.4600579075
1762,4,1,Suburb,1980,256277.32529897123
1475,3,2,Urban,1955,105710.21136972494
1762,5,1,Rural,2000,150840.44018456154
2326,4,3,Rural,1999,298666.7446623032
1970,5,3,Suburb,2016,240967.27933588056
2848,4,1,Rural,2005,328773.3981364491
2019,2,1,Rural,1960,234185.08052633418
2141,2,2,Suburb,1956,320770.36343480763
2836,4,1,Rural,1999,270068.8025367215
1160,2,1,Suburb,2007,183294.6823529452
1400,2,2,Suburb,1983,110133.37145632558
1197,3,3,Rural,1956,106614.71210619292
2283,2,2,Suburb,1951,174931.5492518482
1659,3,3,Urban,1984,235157.30516973176
2775,2,3,Suburb,1985,245658.4857629636
2070,2,1,Rural,1976,188867.9143807025
1398,5,1,Urban,1975,306902.29651598394
2733,4,1,Urban,2019,208916.62893014855
2582,2,1,Urban,2021,272727.88393630413
1077,4,1,Urban,1965,155367.5213889799
1123,4,3,Suburb,1956,147367.20978163386
1074,5,2,Suburb,1957,233342.86394966202
2894,4,1,Suburb,1950,297673.023832112
1136,4,3,Rural,1981,177642.9566189685
1601,2,1,Rural,1977,117202.97875933917
2423,5,2,Urban,2001,329919.0860322806
1836,4,3,Rural,1982,183705.8912673881
2528,2,2,Suburb,1967,314441.3188479675
1499,5,1,Suburb,1971,192430.7730207303
2596,2,3,Suburb,1999,315521.47061315435
1137,5,2,Suburb,1963,105493.19716946552
1049,5,1,Suburb,1991,78552.60332793808
2794,3,1,Urban,2019,263332.1576566292
1972,3,3,Suburb,1991,243326.49147124434
2642,3,1,Suburb,1978,247816.90833440976
2648,4,2,Suburb,1998,303507.0474810776
2885,2,1,Urban,1962,332380.67207528686
1253,5,2,Suburb,1985,59000.84997789953
2653,2,2,Rural,1989,267891.4489911026
1709,4,2,Urban,1971,168040.21051642147
2872,3,2,Urban,1968,351824.7360433196
2900,3,3,Suburb,2015,412564.9939937659
1562,2,2,Suburb,1993,152606.40956800827
1756,2,3,Suburb,2005,276174.4771757177
2938,5,3,Urban,1972,350479.3369262881
2449,2,3,Urban,1972,240355.2792164594
1546,5,1,Rural,2007,184503.34016019758
2325,5,2,Suburb,1994,259824.06013757703
1921,3,1,Suburb,1969,256325.23267512678
1580,2,2,Suburb,2008,78396.45391701184
2372,3,3,Urban,1962,274069.5846836298
2855,5,1,Urban,1952,384640.67132065655
2956,3,1,Urban,2017,350610.44922279194
1048,3,3,Urban,1997,131916.58833357706
1916,5,3,Urban,2006,245129.28952412258
2097,4,3,Rural,2021,222578.89237661747
1703,4,1,Urban,1953,198183.55815194998
1260,2,3,Urban,1966,176032.54348774458
1355,3,1,Rural,1963,140389.07770819633
2605,2,2,Urban,1970,210421.02347087295
2625,3,3,Rural,2021,208658.30348730664
2283,2,1,Suburb,2018,267261.5632006286
1637,2,3,Rural,2003,188448.87318625144
1742,5,3,Suburb,2001,250110.5778115912
2318,4,1,Rural,1957,216461.52274968597
2009,4,1,Suburb,1987,168430.17420533483
1930,4,1,Rural,1984,256517.7125945958
1640,5,3,Suburb,2010,213272.15933385622
1791,4,2,Urban,1999,186789.8582690091
2336,5,2,Rural,2016,257880.2459664213
1611,3,3,Urban,1994,148121.89920030907
2861,5,3,Rural,1969,360769.34900755034
1808,2,1,Urban,1964,205899.6521059462
2205,2,2,Suburb,2001,242852.88539431238
1685,3,2,Suburb,1992,224795.19305354042
2851,3,2,Suburb,1979,276481.09193168796
2387,2,1,Urban,1965,333698.5020096353
1187,4,2,Rural,1975,81644.56473533993
2592,4,1,Urban,2017,272838.01042497606
2566,4,3,Rural,1962,364343.35532717
2619,3,1,Suburb,1960,280160.7374212091
2687,2,3,Rural,2000,274204.29086898995
1984,5,2,Suburb,2003,228769.5251657491
1547,3,3,Suburb,1973,236681.95980956007
1724,2,3,Urban,1971,161809.1949011603
1925,4,3,Urban,1968,202510.4546692446
2431,4,1,Suburb,1981,302009.3029738562
1875,4,1,Suburb,1984,194923.6642682303
1617,2,1,Rural,1998,121459.53184901044
1413,4,3,Suburb,2001,168104.07326846817
2365,2,3,Rural,1992,208800.44122196175
2243,3,3,Urban,2003,254461.01686134044
1902,5,2,Suburb,2009,203243.00604487347
1162,4,1,Urban,1983,135338.25934216916
2974,3,2,Rural,1967,287394.9931168741
2243,3,2,Rural,1987,285548.9991554693
1269,2,2,Suburb,2010,156919.1165498577
1631,3,3,Suburb,2000,180881.39826802773
1905,2,1,Suburb,2017,172504.53019711594
2871,2,2,Rural,1975,281596.9707614403
2423,3,1,Urban,2015,243828.3053101377
2205,2,1,Suburb,1970,218187.06710788418
2641,2,3,Urban,2013,319018.03241207317
2752,2,2,Suburb,1961,249368.21131195725
1204,3,3,Urban,2018,139409.11607083364
1581,5,1,Rural,2014,180417.33373360918
2579,2,2,Suburb,1965,316339.69571470836
1840,4,1,Rural,1955,257196.75874602172
2836,3,1,Rural,2005,325137.92978698824
2251,3,3,Urban,1987,304037.02888741164
2719,2,2,Urban,1993,319052.64170816686
2642,3,3,Rural,1994,291488.9833429066
1595,4,3,Suburb,1988,268973.88388985826
2873,5,1,Urban,1959,290889.6417785815
1249,3,2,Rural,2015,174210.34404653052
1874,3,2,Rural,1956,179412.83372843714
2464,3,2,Rural,2015,218931.1134545603
2556,2,3,Suburb,1993,332312.83644342324
1195,4,3,Urban,1994,152033.9592113413
1689,5,3,Urban,1957,280596.1724677533
2952,4,1,Rural,1954,377184.8120735171
2542,4,3,Suburb,1998,293393.8907466076
2093,3,2,Rural,2001,235960.8406423269
1638,5,1,Urban,1981,315534.10171932506
2422,4,2,Suburb,1962,271138.7937142076
1671,5,3,Rural,1992,97986.3885296839
2783,2,2,Urban,1971,360211.1405111826
2226,3,1,Urban,1958,287633.864791309
2171,2,3,Urban,1977,263528.33828067756
2495,5,1,Suburb,1971,276409.86069321854
2678,3,3,Suburb,1962,291846.30530255905
1943,2,1,Urban,1967,223305.49213560877
1198,3,1,Urban,1975,142072.3561688409
2940,2,2,Suburb,2017,363669.02111365204
2449,4,3,Rural,1977,342026.3800618481
2689,3,3,Rural,2020,246961.94696603192
1491,5,3,Rural,2021,203129.93845698924
2911,3,1,Urban,1962,244864.3357507086
1895,5,2,Urban,1999,292255.3198276271
1141,2,2,Suburb,1967,108098.10138965407
2336,2,3,Urban,1984,258711.5062175361
1164,5,3,Rural,1973,204859.34739696927
1313,2,1,Urban,1963,107235.3318465615
1020,3,1,Rural,1999,128991.81655044672
2105,2,1,Suburb,2017,165743.7921017471
2604,5,2,Suburb,2019,295541.01195376855
2154,5,1,Suburb,1983,257814.96696543062
2622,4,1,Suburb,1974,178378.5109221263
2753,5,1,Suburb,1994,338912.52249298536
2956,2,3,Urban,1950,261327.83168744604
1983,5,1,Rural,2007,208323.6119075167
1304,2,3,Rural,1997,136575.87329612768
2938,2,2,Rural,1966,244917.9231324967
1370,4,2,Urban,2004,182711.0474720521
2880,2,3,Rural,1986,309750.7874198504
1852,5,3,Rural,2013,152756.87288579042
1383,5,1,Urban,1969,241304.24430147605
2931,5,1,Rural,1983,453551.1254693392
1444,2,2,Urban,1952,142373.06327169127
1424,5,2,Rural,2005,138052.91773656948
1160,3,2,Suburb,1983,101267.90320594917
2201,3,2,Suburb,1972,234230.55788438686
1628,5,1,Urban,1992,219416.2198315963
2731,2,1,Urban,1981,245241.53548008524
1894,5,2,Urban,2015,258411.4148159409
1489,3,1,Urban,2007,165024.00391820085
2016,2,1,Suburb,2011,229519.97210986895
1326,5,3,Suburb,1988,161527.8110411402
1597,2,3,Suburb,2006,102084.3953941334
2014,5,2,Urban,1966,258300.29486063038
1288,4,2,Suburb,1984,206245.37997748924
1592,2,2,Suburb,1951,250492.22864668828
2687,3,2,Urban,1967,290750.2525817183
2596,3,2,Urban,2020,186478.97588674683
1572,3,1,Rural,1977,175975.46746018642
2377,3,3,Suburb,1995,252863.2526472009
1027,5,3,Urban,1954,173563.01493682055
1953,5,3,Suburb,1968,161885.9463602695
1042,2,1,Suburb,1977,82188.3564340737
2704,4,1,Suburb,1983,248005.50547700512
1422,4,1,Suburb,1954,147316.6508911117
2621,2,3,Urban,1979,274001.3316255606
1176,3,3,Rural,1973,100923.2651446088
1528,4,3,Suburb,1968,231680.55738585
2633,4,3,Rural,1969,368879.9522542678
1965,2,3,Suburb,2000,97448.90284561842
2517,3,1,Rural,1981,279240.9837719816
1197,5,1,Urban,1962,260664.48589893052
1609,5,3,Suburb,2010,201999.8011731324
